"","case_number","to_pay","paid","balance"
"1223","20-003063-co"," 198.50"," 198.50","0"
"1224","20-003064-co"," 320.00"," 320.00","0"
"1225","20-003069-co"," 215.00"," 215.00","0"
"1226","20-002688-ci"," 420.00"," 420.00","0"
"1227","20-003048-co"," 195.00"," 195.00","0"
"1228","20-003019-co"," 0.45"," 0.45","0"
"1229","20-003022-co"," 222.50"," 222.50","0"
"1230","20-003023-co"," 195.00"," 195.00","0"
"1231","20-003024-co"," 205.00"," 205.00","0"
"1232","20-003026-co"," 211.30"," 211.30","0"
"1233","20-003027-co"," 195.00"," 195.00","0"
"1234","20-003028-co"," 314.40"," 314.40","0"
"1235","20-003032-co"," 320.00"," 320.00","0"
"1236","20-003033-co"," 205.00"," 205.00","0"
"1237","20-003034-co"," 195.00"," 195.00","0"
"1238","20-003037-co"," 205.00"," 205.00","0"
"1239","20-003038-co"," 330.00"," 330.00","0"
"1240","20-002992-co"," 212.95"," 212.95","0"
"1241","20-002993-co"," 207.66"," 207.66","0"
"1242","20-002994-co"," 200.19"," 200.19","0"
"1243","20-002995-co"," 200.19"," 200.19","0"
"1244","20-002996-co"," 195.69"," 195.69","0"
"1245","20-002998-co"," 197.76"," 197.76","0"
"1246","20-003000-co"," 203.99"," 203.99","0"
"1247","20-003004-co"," 0.00"," 0.00","0"
"1248","20-003006-co"," 310.00"," 310.00","0"
"1249","20-003007-co"," 195.00"," 195.00","0"
"1250","20-003012-co"," 310.00"," 310.00","0"
"1251","20-003014-co"," 310.00"," 310.00","0"
"1252","20-003015-co"," 310.00"," 310.00","0"
